CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],vm_id,datetime,Memory usage [%]
8,20799.996936,21522.796829526,100.0,20971520.0,7591689.066666666,0.0,1.4,1127.0666666666666,20.6,195,2013-08-12 21:40:48,36.19999440511067
8,20799.996936,21472.530170264003,100.0,20971520.0,8402586.933333334,0.0,0.8,91.6,1.7333333333333334,195,2013-08-12 21:45:48,40.06665674845378
8,20799.996936,21482.930168732004,100.0,20971520.0,6053777.066666666,0.0,5.466666666666667,6.266666666666667,1.6,195,2013-08-12 21:50:48,28.866658528645832
8,20799.996936,21417.063511767996,100.0,20971520.0,5494536.8,0.0666666666666666,6.6,4.2,10.0,195,2013-08-12 21:55:48,26.19999313354492
8,20799.996936,21538.396827228,100.0,20971520.0,6431264.0,0.0,1.1333333333333333,1001.2666666666668,10.466666666666669,195,2013-08-12 22:00:48,30.666656494140625
8,20799.996936,21564.396823398,100.0,20971520.0,5452594.133333334,0.0,0.8666666666666667,91.73333333333332,1.8,195,2013-08-12 22:05:48,25.99999491373698
8,20799.996936,21529.730161838,100.0,20971520.0,4543828.0,0.0,0.7333333333333333,0.4,0.6,195,2013-08-12 22:10:48,21.66666030883789
8,20799.996936,21451.730173328004,100.0,20971520.0,4823448.533333333,0.0,1.3333333333333333,789.1333333333333,17.266666666666666,195,2013-08-12 22:15:48,22.99999491373698
8,20799.996936,21527.99682876,100.0,20971520.0,5844062.4,0.0,0.7333333333333333,91.73333333333332,1.8,195,2013-08-12 22:20:48,27.866661071777344
8,20799.996936,21479.463502575996,100.0,20971520.0,5354726.933333334,0.0,1.3333333333333333,4.466666666666667,9.266666666666667,195,2013-08-12 22:25:48,25.53332773844401
8,20799.996936,21477.730169498,100.0,20971520.0,6906619.2,0.0,1.6,898.3333333333334,9.933333333333334,195,2013-08-12 22:30:48,32.933326721191406
8,20799.996936,21519.330163370003,100.0,20971520.0,6640980.533333333,0.0,0.7333333333333333,114.53333333333332,1.8,195,2013-08-12 22:35:48,31.666662851969402
8,20799.996936,21439.596841782,100.0,20971520.0,5354726.666666667,0.0,1.5333333333333334,0.2,0.8666666666666667,195,2013-08-12 22:40:48,25.533326466878258
8,20799.996936,21522.796829526,100.0,20971520.0,4096435.7333333334,0.0,1.2666666666666666,54.53333333333333,10.333333333333334,195,2013-08-12 22:45:48,19.53332773844401
8,20799.996936,21500.263499512,100.0,20971520.0,6599036.533333333,0.0,1.2,748.8,8.333333333333334,195,2013-08-12 22:50:48,31.46665827433268
8,20799.996936,21482.930168732004,100.0,20971520.0,6095720.0,0.0,2.6,92.4,1.7333333333333334,195,2013-08-12 22:55:48,29.06665802001953
8,20799.996936,21545.33015954,100.0,20971520.0,4599751.2,0.0,1.3333333333333333,0.0,1.0,195,2013-08-12 23:00:48,21.93332290649414
8,20799.996936,21501.99683259,100.0,20971520.0,4124397.6,0.0,1.1333333333333333,0.4666666666666667,0.8666666666666667,195,2013-08-12 23:05:49,19.66666030883789
8,20799.996936,21432.663509469996,100.0,20971520.0,3970605.6,0.0,0.8,0.6,0.8666666666666667,195,2013-08-12 23:10:49,18.93332290649414
8,20799.996936,21552.263491852,100.0,20971520.0,4865390.4,0.0,1.0,0.2,0.8666666666666667,195,2013-08-12 23:15:49,23.199989318847656
8,20799.996936,21387.596849442,100.0,20971520.0,4683637.333333333,0.0,0.9333333333333332,0.4,0.8666666666666667,195,2013-08-12 23:20:49,22.33332316080729
8,20799.996936,21486.396834887997,100.0,20971520.0,4250226.666666667,0.0,0.7333333333333333,0.0666666666666666,0.6666666666666666,195,2013-08-12 23:25:49,20.266660054524742
8,20799.996936,21441.33017486,100.0,20971520.0,4180321.3333333335,0.0,2.2,0.2,0.9333333333333332,195,2013-08-12 23:30:49,19.933325449625652
8,20799.996936,21455.196839484,100.0,20971520.0,3621080.2666666666,0.0,0.8666666666666667,0.2,0.7333333333333333,195,2013-08-12 23:35:49,17.266656239827473
8,20799.996936,21533.196827994005,100.0,20971520.0,4110416.0,0.0,1.1333333333333333,0.2666666666666666,0.8,195,2013-08-12 23:40:49,19.599990844726562
8,20799.996936,21507.196831824003,100.0,20971520.0,3718947.7333333334,0.0,0.7333333333333333,0.0,0.8666666666666667,195,2013-08-12 23:45:49,17.733324686686196
8,20799.996936,21488.130167966,100.0,20971520.0,4264207.733333333,0.0,9.066666666666666,0.4666666666666667,1.0,195,2013-08-12 23:50:49,20.333326975504555
8,20799.996936,21512.396831058,100.0,20971520.0,4823448.266666667,0.0666666666666666,2.466666666666667,0.0666666666666666,0.8,195,2013-08-12 23:55:49,22.999993642171223
8,20799.996936,21358.130187116,100.0,20971520.0,4711598.933333334,0.0,2.0,0.2,1.0,195,2013-08-13 00:00:49,22.466654459635418
8,20799.996936,21543.596826462,100.0,20971520.0,4320131.2,0.0,1.5333333333333334,0.0,0.9333333333333332,195,2013-08-13 00:05:49,20.599990844726562
8,20799.996936,21481.196835654,100.0,20971520.0,4054491.466666667,0.0,0.8666666666666667,0.3333333333333333,0.8666666666666667,195,2013-08-13 00:10:49,19.333321889241535
8,20799.996936,21488.130167966,100.0,20971520.0,4250227.2,0.0,0.8,0.0666666666666666,0.8,195,2013-08-13 00:15:49,20.26666259765625
8,20799.996936,21514.130164136,100.0,20971520.0,4096435.2,0.0,0.9333333333333332,0.2666666666666666,0.8666666666666667,195,2013-08-13 00:20:49,19.5333251953125
8,20799.996936,21439.596841782,100.0,20971520.0,4362074.666666667,0.0666666666666666,0.8,0.0,0.6666666666666666,195,2013-08-13 00:25:49,20.79999287923177
8,20799.996936,21491.596834122,100.0,20971520.0,4837428.8,0.0,1.4666666666666666,0.2,0.7333333333333333,195,2013-08-13 00:30:49,23.06665802001953
8,20799.996936,21541.863493383997,100.0,20971520.0,4012549.866666666,0.0,1.0,0.0,0.8666666666666667,195,2013-08-13 00:35:49,19.133328755696613
8,20799.996936,21425.730177158,100.0,20971520.0,3635061.3333333335,0.0,0.8,0.1333333333333333,0.8666666666666667,195,2013-08-13 00:40:49,17.333323160807293
8,20799.996936,21467.33017103,100.0,20971520.0,4110416.8,0.0,0.9333333333333332,0.2666666666666666,0.8666666666666667,195,2013-08-13 00:45:49,19.599994659423828
8,20799.996936,21484.66350181,100.0,20971520.0,4501885.333333333,0.0,0.9333333333333332,0.1333333333333333,0.8666666666666667,195,2013-08-13 00:50:49,21.46666208902995
8,20799.996936,21470.796837185997,100.0,20971520.0,4096435.7333333334,0.0,1.6666666666666667,0.2,1.0666666666666669,195,2013-08-13 00:55:49,19.53332773844401
8,20799.996936,21479.463502575996,100.0,20971520.0,4180321.3333333335,0.0,2.2,0.2,0.9333333333333332,195,2013-08-13 01:00:49,19.933325449625652
8,20799.996936,21446.530174094,100.0,20971520.0,4348094.4,0.0,1.7333333333333334,0.3333333333333333,1.0,195,2013-08-13 01:05:49,20.733329772949222
8,20799.996936,21396.263514831997,100.0,20971520.0,4124397.066666667,0.0,0.8,0.2,0.8666666666666667,195,2013-08-13 01:10:49,19.66665776570638
8,20799.996936,21517.596830292,100.0,20971520.0,4082454.4,0.0,0.6666666666666666,0.2,0.8,195,2013-08-13 01:15:49,19.466659545898438
8,20799.996936,21444.796841015996,100.0,20971520.0,4026530.4,0.0,0.9333333333333332,0.0,0.8,195,2013-08-13 01:20:49,19.199993133544922
8,20799.996936,21579.9968211,100.0,20971520.0,4459941.866666666,0.0,1.0666666666666669,0.1333333333333333,0.8,195,2013-08-13 01:25:49,21.26666005452474
8,20799.996936,21545.33015954,100.0,20971520.0,4152358.933333333,0.0,0.8,0.0,0.7333333333333333,195,2013-08-13 01:30:49,19.799990336100258
8,20799.996936,21458.663505639997,100.0,20971520.0,4152360.533333333,0.0,0.6666666666666666,0.3333333333333333,0.8666666666666667,195,2013-08-13 01:35:49,19.799997965494793
8,20799.996936,21462.130171796,100.0,20971520.0,4138378.133333334,0.0,0.8,0.0,0.7333333333333333,195,2013-08-13 01:40:49,19.7333246866862
8,20799.996936,21522.796829526,100.0,20971520.0,4292169.866666666,0.0,8.933333333333334,0.6,1.0,195,2013-08-13 01:45:49,20.46666081746419
8,20799.996936,21495.063500277996,100.0,20971520.0,4012549.066666667,0.0,1.1333333333333333,0.0,0.8666666666666667,195,2013-08-13 01:50:49,19.133324940999348
8,20799.996936,21396.263514831997,100.0,20971520.0,4627712.8,0.0,1.9333333333333331,0.0,0.9333333333333332,195,2013-08-13 01:55:49,22.066654205322266
8,20799.996936,21365.063519427997,100.0,20971520.0,4362074.666666667,0.0,2.2666666666666666,0.2,1.0,195,2013-08-13 02:00:50,20.79999287923177
8,20799.996936,21453.463506406,100.0,20971520.0,4194302.6666666665,0.0666666666666666,1.2666666666666666,0.2666666666666666,1.0,195,2013-08-13 02:05:50,19.999993642171223
8,20799.996936,21472.530170264003,100.0,20971520.0,4501885.866666666,0.0,0.8666666666666667,0.0,0.8666666666666667,195,2013-08-13 02:10:50,21.466664632161457
8,20799.996936,21455.196839484,100.0,20971520.0,3886720.533333333,0.0,1.0666666666666669,0.0666666666666666,0.8666666666666667,195,2013-08-13 02:15:50,18.53332773844401
8,20799.996936,21541.863493383997,100.0,20971520.0,4040512.0,0.0,0.8666666666666667,0.2666666666666666,0.8666666666666667,195,2013-08-13 02:20:50,19.26666259765625
8,20799.996936,21467.33017103,100.0,20971520.0,4571790.4,0.0666666666666666,0.7333333333333333,0.0,0.9333333333333332,195,2013-08-13 02:25:50,21.79999542236328
8,20799.996936,21467.33017103,100.0,20971520.0,4390036.8,0.0,0.9333333333333332,0.1333333333333333,1.0,195,2013-08-13 02:30:50,20.933326721191406
8,20799.996936,21489.863501044,100.0,20971520.0,3942644.8,0.0,0.8666666666666667,0.2,0.8666666666666667,195,2013-08-13 02:35:50,18.79999542236328
8,20799.996936,21477.730169498,100.0,20971520.0,4320132.266666667,0.0,1.0,0.8,0.8666666666666667,195,2013-08-13 02:40:50,20.599995930989586
8,20799.996936,21547.063492618,100.0,20971520.0,5396669.866666666,0.0,0.8,0.2666666666666666,0.7333333333333333,195,2013-08-13 02:45:50,25.733327229817704
8,20799.996936,21529.730161838,100.0,20971520.0,4669656.266666667,0.0,0.8666666666666667,0.0,0.8,195,2013-08-13 02:50:50,22.266656239827473
8,20799.996936,21458.663505639997,100.0,20971520.0,4166341.066666667,0.0666666666666666,1.9333333333333331,0.0,0.9333333333333332,195,2013-08-13 02:55:50,19.8666623433431
8,20799.996936,21453.463506406,100.0,20971520.0,4026529.3333333335,0.0,2.2666666666666666,0.2666666666666666,1.0666666666666669,195,2013-08-13 03:00:49,19.199988047281902
8,20799.996936,21378.930184052,100.0,20971520.0,4250226.133333334,0.0666666666666666,1.2666666666666666,0.0666666666666666,0.9333333333333332,195,2013-08-13 03:05:49,20.266657511393234
8,20799.996936,21474.263503341997,100.0,20971520.0,4124397.866666666,0.0,0.9333333333333332,0.1333333333333333,0.8,195,2013-08-13 03:10:49,19.666661580403645
8,20799.996936,21491.596834122,100.0,20971520.0,3788853.066666667,0.0,0.7333333333333333,0.0666666666666666,0.8666666666666667,195,2013-08-13 03:15:49,18.06665929158529
8,20799.996936,21524.530162604,100.0,20971520.0,3900701.6,0.0,0.9333333333333332,0.0,0.8,195,2013-08-13 03:20:49,18.599994659423828
8,20799.996936,21519.330163370003,100.0,20971520.0,4194302.133333334,0.0,1.0666666666666669,1.8,8.933333333333334,195,2013-08-13 03:25:49,19.999991099039715
8,20799.996936,21482.930168732004,100.0,20971520.0,5186954.4,0.0,8.733333333333333,787.2,9.533333333333331,195,2013-08-13 03:30:50,24.733325958251957
8,20799.996936,21522.796829526,100.0,20971520.0,5075106.933333334,0.0,1.2,91.6,1.6666666666666667,195,2013-08-13 03:35:50,24.199995676676433
8,20799.996936,21519.330163370003,100.0,20971520.0,4543827.733333333,0.0,0.8666666666666667,0.8,0.8666666666666667,195,2013-08-13 03:40:50,21.666659037272133
